Category,Match Score,Missing Skills
APPAREL,2.9271295891569618,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.9265857155113215,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.926152646308253,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.9096041223250992,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AGRICULTURE,2.9090030035555428,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.9057161917253045,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.9035999579812075,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
FINANCE,2.9009062117700934,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.8986867958583313,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.8976172644935043,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.897459960109837,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.895806259362376,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.892887463981493,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.8927405069917462,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.8765391974127095,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.8756271643518927,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.8737421678572526,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.873297673103271,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.8645649023890503,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.862306066886629,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.861351351788478,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.8600884512884246,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.8528803277993173,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.8418468897246627,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.8400470425977526,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.8399844891923527,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
ACCOUNTANT,2.8378927556821103,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.8313237123103008,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.8286946100737986,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
HEALTHCARE,2.8273436114435624,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.8267447364214804,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
DIGITAL-MEDIA,2.8231719100389676,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.820585258550346,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.8179459837289293,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.812612041985668,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
ENGINEERING,2.812146446024118,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CHEF,2.8052704657422343,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.8048891161217484,"['machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
APPAREL,2.8029305404191214,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.8013820431056136,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.79696805116894,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.79138490403822,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HR,2.7780399206933817,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CHEF,2.7771709840098566,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.775793354159661,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AGRICULTURE,2.774260932656028,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.7716176930621645,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.7705191679177195,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
SALES,2.7683741802022968,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.7661779426570217,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.7599607453518074,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.758708509526641,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CHEF,2.7581050186730183,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.754361013797969,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.7538600149068913,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.753496512102272,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CHEF,2.752091570724449,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.7515110891137433,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.7489396014010428,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.744541225339973,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CHEF,2.7436072673533034,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.7418790054810236,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
SALES,2.737252604792119,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
CONSULTANT,2.7361190309930428,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.735151359504228,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HR,2.7323273477598384,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.7319946824500634,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.7254064278168952,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
HEALTHCARE,2.7242726745025614,"['machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
ACCOUNTANT,2.7237385658965714,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.722254023093121,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
CONSULTANT,2.7135091889214404,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.705996633754674,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.7034759630497,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.6997185579002347,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.6991661229068513,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.6989791448753175,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.6933273532084008,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.69249438625988,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
PUBLIC-RELATIONS,2.687561173758411,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.6862134250879413,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.6843896419520856,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.6830969978359227,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.6822535191220074,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.678299891627202,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AGRICULTURE,2.6766205400290883,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.6757275024575278,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.6695630304696376,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.6668350541908925,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HR,2.655159124398554,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.653719841908771,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.6522728175452386,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.6495865129753153,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.6477266557549535,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.6463345091962993,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.6395322311898424,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.6384877937420605,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.63514242312297,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.633063653442312,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.6325963484563832,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'scikit-learn']"
FINANCE,2.63190315116826,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.6300377897711007,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.6291952640692036,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.625382446082965,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.6234222351454366,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.6218386341701887,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
DESIGNER,2.6150812413464855,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.606058054391009,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.605541780058961,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HR,2.602523379089696,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.6024763831127014,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
HR,2.596920959619998,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
CONSULTANT,2.5942781783067392,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
DIGITAL-MEDIA,2.589867127651524,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.5879464714607017,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.587941861531646,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
HEALTHCARE,2.587810966477673,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.580434651368761,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HR,2.5799712484851285,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.5778230497004633,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.5675468886324593,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DESIGNER,2.5662713655293947,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.565954299723928,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.565553411986581,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
ARTS,2.564626894072915,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.561740480642536,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.560169185986546,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.5547980890237723,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.5517125944909425,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.532701328186285,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.5309915314862024,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.530182647410071,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
BANKING,2.524720958412429,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.5235287630011904,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.5156747586911785,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
PUBLIC-RELATIONS,2.514360002780145,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.514251060032347,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.5004562961244017,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AGRICULTURE,2.4911793426018805,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.489032771845311,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.4838987896705476,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
AVIATION,2.481231143086039,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BUSINESS-DEVELOPMENT,2.4722439002471277,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.4669489876814286,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.4656708667342127,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.4619207842059216,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.461651173614874,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
AVIATION,2.4601431578096045,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.460006185305196,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
HEALTHCARE,2.453992082150216,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.449979972920465,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
HEALTHCARE,2.4476626880121506,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.4428854160526514,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.4426391910717102,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
PUBLIC-RELATIONS,2.438753127672243,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
AGRICULTURE,2.437595625245252,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.436601367495176,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.432034452398059,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.4288130604691793,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
DESIGNER,2.428354001373632,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
DESIGNER,2.4271078089633287,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.4261084323796043,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
SALES,2.4254169615660306,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.4230791117109547,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.419849798411875,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.4144646839698662,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
AVIATION,2.4140492614531714,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.410388645030192,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.405389158831134,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.402381591217698,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
PUBLIC-RELATIONS,2.4023324620529354,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSTRUCTION,2.397181445325743,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.394242298089909,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.392615460434775,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
ARTS,2.387848205843193,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
AUTOMOBILE,2.3866594490203936,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.385599760790428,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FINANCE,2.3846883323161947,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.3822343138022744,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.3816513416251905,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.381606784808893,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
BUSINESS-DEVELOPMENT,2.37943627267491,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.379101007154628,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.37581565503025,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
ACCOUNTANT,2.3752947730673912,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.3742487868180397,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AVIATION,2.374228205428298,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CHEF,2.3738675672569736,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.37208343924531,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.3671494450777484,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
AUTOMOBILE,2.366431910296967,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.365788087440345,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
ARTS,2.364035379643496,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ENGINEERING,2.355293941075464,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.353724448649523,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ACCOUNTANT,2.34953396115186,"['machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.34664442531804,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.3461194588710765,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
CONSULTANT,2.345953659215959,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.345339112694656,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
SALES,2.3408811959065696,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
APPAREL,2.3359722563112677,"['machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.3351179772509925,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BANKING,2.330615441055638,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ADVOCATE,2.3289821621996754,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'scikit-learn']"
CONSTRUCTION,2.3286290562817844,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
ADVOCATE,2.3269884659140305,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
DIGITAL-MEDIA,2.3252864215291176,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
CONSTRUCTION,2.3241959475905016,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
FITNESS,2.3190914567215897,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'sql', 'scikit-learn']"
AVIATION,2.318633674594028,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
BPO,2.3186180072672964,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HEALTHCARE,2.3151374733123413,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
ARTS,2.314040646406475,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
INFORMATION-TECHNOLOGY,2.3137874570091,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
HR,2.313471090500563,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
TEACHER,2.3134483073512144,"['statistics', 'machine learning', 'numpy', 'python', 'pandas', 'git', 'sql', 'scikit-learn']"
